# File written from OrientationAnalysis Version 6.5.163.1998a502a
# DateTime: ?? 8? 30 14:53:11 2022
# X_STEP: 0.333000
# Y_STEP: 0.333000
# Z_STEP: 0.000000
#
# X_MIN: 0.000000
# Y_MIN: 0.000000
# Z_MIN: 0.000000
#
# X_MAX: 48.951000
# Y_MAX: 48.951000
# Z_MAX: 0.000000
#
# X_DIM: 147
# Y_DIM: 147
# Z_DIM: 0
#
# Phase_1: 
# Symmetry_1: 62
# Features_1: 87
#
# Num_Features: 87 
#
# phi1 PHI phi2 x y z FeatureId PhaseId Symmetry Rho
5.497699 0.978210 0.807340 37.462502 0.499500 0.00 3 1 62 47238002163010.78
5.498189 0.978970 0.806750 37.795502 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 38.128502 0.499500 0.00 3 1 62 47238002163010.78
5.497429 0.977510 0.806900 38.461502 0.499500 0.00 3 1 62 47238002163010.78
5.497089 0.977390 0.806690 38.794502 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 39.127502 0.499500 0.00 3 1 62 47238002163010.78
5.496959 0.978190 0.805790 39.460499 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 39.793499 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 40.126499 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 40.459499 0.499500 0.00 3 1 62 47238002163010.78
5.497629 0.977750 0.806580 40.792500 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.977900 0.806750 41.125500 0.499500 0.00 3 1 62 47238002163010.78
5.497819 0.977470 0.806820 41.458500 0.499500 0.00 3 1 62 47238002163010.78
5.497499 0.978260 0.807340 41.791500 0.499500 0.00 3 1 62 47238002163010.78
5.497219 0.978420 0.807980 42.124500 0.499500 0.00 3 1 62 47238002163010.78
5.497279 0.978110 0.807660 42.457500 0.499500 0.00 3 1 62 47238002163010.78
5.497469 0.978060 0.808490 42.790501 0.499500 0.00 3 1 62 47238002163010.78
5.497289 0.978080 0.808070 43.123501 0.499500 0.00 3 1 62 47238002163010.78
5.497439 0.978420 0.808390 43.456501 0.499500 0.00 3 1 62 47238002163010.78
5.497949 0.977930 0.807880 43.789501 0.499500 0.00 3 1 62 47238002163010.78
5.498329 0.977150 0.807820 44.122501 0.499500 0.00 3 1 62 47238002163010.78
5.498349 0.977180 0.807480 44.455502 0.499500 0.00 3 1 62 47238002163010.78
5.497979 0.977660 0.807500 44.788502 0.499500 0.00 3 1 62 47238002163010.78
5.498209 0.977390 0.807150 45.121502 0.499500 0.00 3 1 62 47238002163010.78
5.497569 0.977160 0.807210 45.454502 0.499500 0.00 3 1 62 47238002163010.78
5.497539 0.978210 0.807060 45.787502 0.499500 0.00 3 1 62 47238002163010.78
5.498339 0.978230 0.805980 46.120502 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 46.453499 0.499500 0.00 3 1 62 47238002163010.78
5.497669 0.976970 0.806910 46.786499 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 47.119499 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 47.452499 0.499500 0.00 3 1 62 47238002163010.78
5.497729 0.978750 0.807130 47.785500 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 48.118500 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 48.451500 0.499500 0.00 3 1 62 47238002163010.78
5.497699 0.978210 0.807340 48.784500 0.499500 0.00 3 1 62 47238002163010.78
1.314944 1.590930 0.068570 0.166500 0.832500 0.00 16 1 62 43795505007580.77
1.316004 1.591440 0.069220 0.499500 0.832500 0.00 16 1 62 43795505007580.77
1.315494 1.591300 0.069210 0.832500 0.832500 0.00 16 1 62 43795505007580.77
1.314954 1.591140 0.069240 1.165500 0.832500 0.00 16 1 62 43795505007580.77
1.315874 1.591400 0.069250 1.498500 0.832500 0.00 16 1 62 43795505007580.77
1.315854 1.591390 0.069240 1.831500 0.832500 0.00 16 1 62 43795505007580.77
1.316104 1.591400 0.069330 2.164500 0.832500 0.00 16 1 62 43795505007580.77
1.316104 1.591380 0.069390 2.497500 0.832500 0.00 16 1 62 43795505007580.77
1.316004 1.591440 0.069220 2.830500 0.832500 0.00 16 1 62 43795505007580.77
1.315764 1.591360 0.070680 3.163500 0.832500 0.00 16 1 62 43795505007580.77
1.316184 1.591300 0.070310 3.496500 0.832500 0.00 16 1 62 43795505007580.77
