# File written from OrientationAnalysis Version 6.5.163.1998a502a
# DateTime: ?? 9? 13 17:56:03 2022
# X_STEP: 0.800000
# Y_STEP: 0.800000
# Z_STEP: 0.000000
#
# X_MIN: 0.000000
# Y_MIN: 0.000000
# Z_MIN: 0.000000
#
# X_MAX: 100.000000
# Y_MAX: 100.800003
# Z_MAX: 0.000000
#
# X_DIM: 125
# Y_DIM: 126
# Z_DIM: 0
#
# Phase_1: 
# Symmetry_1: 62
# Features_1: 66
#
# Num_Features: 66 
#
# phi1 PHI phi2 x y z FeatureId PhaseId Symmetry Rho
1.125754 1.67827 4.09871 84.400002 0.4 0 35 1 62 1.671369e+14
1.125874 1.67736 4.09777 85.200005 0.4 0 35 1 62 1.871735e+14
1.125784 1.67634 4.09584 86 0.4 0 35 1 62 2.022165e+14
1.125074 1.67608 4.09407 86.800003 0.4 0 35 1 62 2.149368e+14
1.123904 1.67714 4.09061 87.600006 0.4 0 35 1 62 2.103845e+14
1.123514 1.67745 4.0876 88.400002 0.4 0 35 1 62 2.257763e+14
1.123024 1.67827 4.08392 89.200005 0.4 0 35 1 62 2.343366e+14
1.122784 1.67761 4.0814 90 0.4 0 35 1 62 2.433286e+14
1.122114 1.6775 4.08002 90.800003 0.4 0 35 1 62 2.917273e+14
1.120374 1.67808 4.08145 91.600006 0.4 0 35 1 62 3.501187e+14
1.120434 1.6788 4.08576 92.400002 0.4 0 35 1 62 4.370849e+14
1.122414 1.67975 4.1029 93.200005 0.4 0 35 1 62 8.264835e+13
1.122564 1.68232 4.09209 94 0.4 0 35 1 62 8.264835e+13
1.125224 1.6829 4.15986 94.800003 0.4 0 17 1 62 6.114559e+14
1.125044 1.68399 4.18839 95.600006 0.4 0 38 1 62 NaN
1.122124 1.68505 4.21041 96.400002 0.4 0 14 1 62 NaN
1.118854 1.68545 4.22906 97.200005 0.4 0 41 1 62 2.340504e+14
1.116584 1.68542 4.2397 98 0.4 0 41 1 62 1.479449e+14
1.116934 1.6857 4.24719 98.800003 0.4 0 41 1 62 2.406010e+13
1.117694 1.68672 4.24841 99.600006 0.4 0 41 1 62 3.162582e+13
1.096794 1.47529 3.45061 0.4 1.2 0 55 1 62 1.349304e+14
1.097664 1.4713 3.44577 1.2 1.2 0 55 1 62 1.558217e+14
1.098414 1.4682 3.44209 2 1.2 0 55 1 62 1.125594e+14
1.098924 1.4668 3.44168 2.8 1.2 0 55 1 62 7.385316e+13
1.099644 1.46705 3.4458 3.6 1.2 0 55 1 62 9.866099e+13
1.102804 1.46782 3.45222 4.4 1.2 0 55 1 62 1.497035e+14
1.106534 1.45828 3.28167 5.2 1.2 0 39 1 62 2.033431e+14
1.112104 1.45488 3.28141 6 1.2 0 39 1 62 1.937903e+14
1.117564 1.45553 3.28502 6.8 1.2 0 39 1 62 1.391429e+14
0.326084 1.72902 3.73279 7.6 1.2 0 57 1 62 1.860579e+14
0.327704 1.72718 3.73814 8.4 1.2 0 57 1 62 2.198152e+14
0.327434 1.72549 3.73945 9.2 1.2 0 57 1 62 1.925967e+14
0.327054 1.72404 3.73905 10 1.2 0 57 1 62 1.357757e+14
0.324684 1.72286 3.7386 10.8 1.2 0 57 1 62 7.285336e+13
0.323624 1.72351 3.73839 11.599999 1.2 0 57 1 62 5.387740e+13
0.322204 1.7249 3.74015 12.4 1.2 0 57 1 62 1.134582e+14
0.320104 1.72628 3.74468 13.2 1.2 0 57 1 62 1.266196e+14
0.317774 1.72855 3.74875 14 1.2 0 57 1 62 1.613548e+14
0.315654 1.73089 3.75391 14.8 1.2 0 57 1 62 1.708596e+14
0.313924 1.73232 3.75955 15.599999 1.2 0 57 1 62 1.325790e+14
0.312664 1.73463 3.76426 16.4 1.2 0 57 1 62 9.145501e+13
0.312214 1.73489 3.7677 17.200001 1.2 0 57 1 62 4.706506e+13
0.312574 1.73464 3.76995 18 1.2 0 57 1 62 4.281353e+13
0.311624 1.73328 3.77165 18.799999 1.2 0 57 1 62 3.200610e+13
0.309814 1.73324 3.77205 19.6 1.2 0 57 1 62 7.011484e+13
0.308264 1.73363 3.76831 20.4 1.2 0 57 1 62 9.727053e+13
0.307584 1.73484 3.7633 21.200001 1.2 0 57 1 62 1.168779e+14
0.307164 1.73547 3.75755 22 1.2 0 57 1 62 1.599669e+14
0.305884 1.7346 3.74987 22.799999 1.2 0 57 1 62 1.425671e+14
0.304234 1.7343 3.74337 23.6 1.2 0 57 1 62 1.643907e+14
0.303494 1.73551 3.7348 24.4 1.2 0 57 1 62 1.600384e+14
0.302504 1.73617 3.72592 25.200001 1.2 0 57 1 62 1.612009e+14
0.301844 1.73594 3.71761 26 1.2 0 57 1 62 1.426614e+14
0.301204 1.73682 3.71053 26.799999 1.2 0 57 1 62 1.389836e+14
0.300884 1.73789 3.70342 27.6 1.2 0 57 1 62 1.301193e+14
0.299794 1.73907 3.6961 28.4 1.2 0 57 1 62 1.346724e+14
0.297074 1.74103 3.68961 29.200001 1.2 0 57 1 62 1.525061e+14
0.294964 1.74182 3.6829 30 1.2 0 57 1 62 1.133249e+14
0.293394 1.74364 3.67751 30.799999 1.2 0 57 1 62 1.350249e+14
0.291244 1.74489 3.6718 31.6 1.2 0 57 1 62 1.457936e+14
0.288974 1.74602 3.66603 32.400002 1.2 0 57 1 62 1.680340e+14
0.286964 1.74734 3.65885 33.200001 1.2 0 57 1 62 1.545920e+14
0.284994 1.74824 3.65134 34.000004 1.2 0 57 1 62 1.376398e+14
0.281144 1.75013 3.64436 34.800003 1.2 0 57 1 62 1.317797e+14
0.276074 1.75206 3.63951 35.600002 1.2 0 57 1 62 1.455066e+14
0.270464 1.75497 3.63527 36.400002 1.2 0 57 1 62 1.449649e+14
0.265194 1.75723 3.63022 37.200001 1.2 0 57 1 62 1.324705e+14
0.265344 1.75796 3.62571 38.000004 1.2 0 57 1 62 1.794030e+14
0.269334 1.7585 3.62478 38.800003 1.2 0 57 1 62 1.344344e+14
0.271234 1.75917 3.62562 39.600002 1.2 0 57 1 62 8.596578e+13
0.271384 1.75959 3.62606 40.400002 1.2 0 57 1 62 7.489516e+13
0.268814 1.76091 3.6243 41.200001 1.2 0 57 1 62 1.237070e+14
0.263604 1.76393 3.61926 42.000004 1.2 0 57 1 62 1.000138e+14
0.258354 1.76709 3.61709 42.800003 1.2 0 57 1 62 8.885321e+13
0.254474 1.7695 3.61706 43.600002 1.2 0 57 1 62 1.259704e+14
0.250844 1.77226 3.62009 44.400002 1.2 0 57 1 62 2.065761e+14
0.250134 1.7748 3.62688 45.200001 1.2 0 57 1 62 2.505799e+14
0.251204 1.77423 3.63573 46.000004 1.2 0 57 1 62 2.102613e+14
0.253804 1.77266 3.64121 46.800003 1.2 0 57 1 62 1.452720e+14
0.254034 1.77159 3.6444 47.600002 1.2 0 57 1 62 1.134174e+14
0.253244 1.77203 3.64589 48.400002 1.2 0 57 1 62 1.180154e+14
0.251934 1.77327 3.64661 49.200001 1.2 0 57 1 62 1.461156e+14
0.250404 1.77519 3.64598 50.000004 1.2 0 57 1 62 1.880587e+14
0.247694 1.77579 3.63821 50.800003 1.2 0 57 1 62 3.752394e+14
0.243144 1.77701 3.62129 51.600002 1.2 0 57 1 62 4.434609e+14
0.238054 1.77866 3.58623 52.400002 1.2 0 57 1 62 3.993119e+14
0.231864 1.78192 3.57062 53.200001 1.2 0 57 1 62 2.814713e+14
0.227424 1.78512 3.57375 54.000004 1.2 0 57 1 62 1.361945e+14
0.227284 1.78662 3.57185 54.800003 1.2 0 57 1 62 1.410792e+14
0.230204 1.78725 3.57963 55.600002 1.2 0 57 1 62 3.245012e+14
0.234444 1.78645 3.59488 56.400002 1.2 0 57 1 62 3.597235e+14
0.237084 1.78659 3.61041 57.200001 1.2 0 57 1 62 3.371271e+14
0.238324 1.78694 3.62239 58.000004 1.2 0 57 1 62 3.072026e+14
0.240534 1.78608 3.63082 58.800003 1.2 0 57 1 62 2.537125e+14
0.243164 1.78572 3.63677 59.600002 1.2 0 57 1 62 1.743278e+14
0.243994 1.78683 3.64081 60.400002 1.2 0 57 1 62 1.801779e+14
0.245194 1.78881 3.6468 61.200001 1.2 0 57 1 62 1.849207e+14
0.247814 1.79115 3.65502 62.000004 1.2 0 57 1 62 1.318463e+14
0.248824 1.79196 3.66112 62.800003 1.2 0 57 1 62 1.003219e+14
0.248914 1.79165 3.66222 63.600002 1.2 0 57 1 62 1.054017e+14
0.248674 1.79183 3.66063 64.400002 1.2 0 57 1 62 9.514861e+13
0.250024 1.79332 3.65778 65.200005 1.2 0 57 1 62 8.522057e+13
0.250044 1.79746 3.6557 66 1.2 0 57 1 62 8.065035e+13
0.249644 1.79907 3.65255 66.800003 1.2 0 57 1 62 9.101584e+13
0.249254 1.79905 3.64823 67.600006 1.2 0 57 1 62 8.008468e+13
0.247384 1.80034 3.64536 68.400002 1.2 0 57 1 62 1.041891e+14
0.244914 1.80253 3.64345 69.200005 1.2 0 57 1 62 1.191499e+14
0.243934 1.80438 3.64173 70 1.2 0 57 1 62 9.288595e+13
0.243724 1.80617 3.64054 70.800003 1.2 0 57 1 62 7.904771e+13
0.243424 1.80745 3.63933 71.600006 1.2 0 57 1 62 9.558458e+13
0.241704 1.80872 3.63709 72.400002 1.2 0 57 1 62 1.103900e+14
0.241004 1.81013 3.63509 73.200005 1.2 0 57 1 62 1.207640e+14
0.241174 1.81056 3.63366 74 1.2 0 57 1 62 9.959551e+13
0.243634 1.80738 3.63223 74.800003 1.2 0 57 1 62 1.638378e+14
0.248424 1.80837 3.62553 75.600006 1.2 0 57 1 62 1.293352e+14
1.124384 1.6736 4.08846 76.400002 1.2 0 35 1 62 1.508885e+14
1.127274 1.67378 4.08547 77.200005 1.2 0 35 1 62 1.513062e+14
1.128104 1.67543 4.08306 78 1.2 0 35 1 62 1.382409e+14
1.127874 1.67673 4.08267 78.800003 1.2 0 35 1 62 1.346938e+14
1.128214 1.67778 4.08422 79.600006 1.2 0 35 1 62 1.447300e+14
1.127784 1.67911 4.08781 80.400002 1.2 0 35 1 62 1.398753e+14
1.127764 1.67855 4.08909 81.200005 1.2 0 35 1 62 9.985603e+13
1.127774 1.67903 4.08957 82 1.2 0 35 1 62 8.446933e+13
1.127794 1.67976 4.09103 82.800003 1.2 0 35 1 62 8.706495e+13
1.127314 1.6797 4.09097 83.600006 1.2 0 35 1 62 1.103754e+14
1.126984 1.67916 4.08982 84.400002 1.2 0 35 1 62 1.208505e+14
1.125854 1.67898 4.08794 85.200005 1.2 0 35 1 62 1.664088e+14
1.125704 1.67799 4.08446 86 1.2 0 35 1 62 1.427721e+14
1.124364 1.67828 4.0822 86.800003 1.2 0 35 1 62 1.277568e+14
1.124044 1.67976 4.07942 87.600006 1.2 0 35 1 62 1.660879e+14
1.124024 1.67889 4.07547 88.400002 1.2 0 35 1 62 1.921347e+14
1.123604 1.67855 4.07112 89.200005 1.2 0 35 1 62 2.160782e+14
1.121774 1.67782 4.06721 90 1.2 0 35 1 62 2.454074e+14
1.121874 1.67779 4.06353 90.800003 1.2 0 35 1 62 2.946338e+14
1.119994 1.67908 4.06204 91.600006 1.2 0 35 1 62 3.390465e+14
1.119464 1.68004 4.06735 92.400002 1.2 0 35 1 62 4.193787e+14
1.121234 1.68079 4.08308 93.200005 1.2 0 35 1 62 8.264835e+13
1.122564 1.68232 4.09209 94 1.2 0 35 1 62 8.264835e+13
1.124414 1.68351 4.14299 94.800003 1.2 0 17 1 62 6.883496e+14
1.123854 1.68503 4.17517 95.600006 1.2 0 38 1 62 NaN
1.121194 1.68653 4.20132 96.400002 1.2 0 14 1 62 NaN
1.118824 1.68717 4.22128 97.200005 1.2 0 41 1 62 2.961087e+14
1.117444 1.68639 4.23516 98 1.2 0 41 1 62 2.205613e+14
1.117054 1.68596 4.24655 98.800003 1.2 0 41 1 62 6.157005e+13
1.116654 1.68718 4.24882 99.600006 1.2 0 41 1 62 6.664202e+13
1.096924 1.47743 3.44783 0.4 2 0 55 1 62 1.645169e+14
1.098814 1.47334 3.44073 1.2 2 0 55 1 62 1.051083e+14
1.098824 1.47064 3.43691 2 2 0 55 1 62 7.478470e+13
1.097284 1.46986 3.43975 2.8 2 0 55 1 62 1.497035e+14
1.103434 1.46377 3.2815 3.6 2 0 39 1 62 1.391429e+14
1.104374 1.46013 3.27597 4.4 2 0 39 1 62 8.423329e+13
1.105864 1.45694 3.27337 5.2 2 0 39 1 62 1.167454e+14
1.108384 1.45291 3.27271 6 2 0 39 1 62 1.391429e+14
0.323054 1.73114 3.71883 6.8 2 0 57 1 62 1.183586e+14
0.325014 1.7298 3.72499 7.6 2 0 57 1 62 1.612225e+14
0.325004 1.72829 3.72684 8.4 2 0 57 1 62 1.944477e+14
0.324054 1.72692 3.72893 9.2 2 0 57 1 62 2.047491e+14
0.324464 1.7252 3.73142 10 2 0 57 1 62 1.891537e+14
0.324194 1.72449 3.73427 10.8 2 0 57 1 62 1.481707e+14
0.324554 1.72503 3.73629 11.599999 2 0 57 1 62 9.024730e+13
0.324254 1.72561 3.73657 12.4 2 0 57 1 62 7.666424e+13
0.323734 1.72664 3.7392 13.2 2 0 57 1 62 8.209286e+13
0.322864 1.72872 3.74217 14 2 0 57 1 62 1.252009e+14
0.321874 1.73072 3.74697 14.8 2 0 57 1 62 1.931085e+14
0.318754 1.732 3.75438 15.599999 2 0 57 1 62 1.876409e+14
0.315714 1.73417 3.7611 16.4 2 0 57 1 62 1.580665e+14
0.313794 1.73474 3.76667 17.200001 2 0 57 1 62 9.940959e+13
0.314214 1.73416 3.77111 18 2 0 57 1 62 4.377233e+13
0.313374 1.73314 3.77291 18.799999 2 0 57 1 62 3.713299e+13
