# File written from OrientationAnalysis Version 6.5.163.1998a502a
# DateTime: ?? 9? 6 11:14:22 2022
# X_STEP: 0.504000
# Y_STEP: 0.503000
# Z_STEP: 0.000000
#
# X_MIN: 0.000000
# Y_MIN: 0.000000
# Z_MIN: 0.000000
#
# X_MAX: 99.792000
# Y_MAX: 100.600006
# Z_MAX: 0.000000
#
# X_DIM: 198
# Y_DIM: 200
# Z_DIM: 0
#
# Phase_1: 
# Symmetry_1: 62
# Features_1: 62
#
# Num_Features: 62 
#
# phi1 PHI phi2 x y z FeatureId PhaseId Symmetry
1.891760 1.746660 3.683710 48.132000 13.329501 0.000000 8 1 62
1.891510 1.746630 3.682720 48.636002 13.329501 0.000000 8 1 62
1.890780 1.746740 3.681630 49.139999 13.329501 0.000000 8 1 62
1.890590 1.746840 3.681450 49.644001 13.329501 0.000000 8 1 62
1.889560 1.747550 3.681320 50.147999 13.329501 0.000000 8 1 62
1.889120 1.747880 3.681360 50.652000 13.329501 0.000000 8 1 62
1.888150 1.749120 3.681940 51.155998 13.329501 0.000000 8 1 62
1.887500 1.750450 3.682820 51.660000 13.329501 0.000000 8 1 62
1.887350 1.750910 3.683110 52.164001 13.329501 0.000000 8 1 62
1.886780 1.752130 3.683580 52.667999 13.329501 0.000000 8 1 62
1.885560 1.753040 3.683420 53.172001 13.329501 0.000000 8 1 62
1.885180 1.753230 3.683330 53.675999 13.329501 0.000000 8 1 62
1.883890 1.753900 3.682960 54.180000 13.329501 0.000000 8 1 62
1.883420 1.754200 3.682840 54.683998 13.329501 0.000000 8 1 62
1.882750 1.755060 3.682010 55.188000 13.329501 0.000000 8 1 62
1.882540 1.755790 3.680440 55.692001 13.329501 0.000000 8 1 62
1.882570 1.755960 3.679750 56.195999 13.329501 0.000000 8 1 62
1.882810 1.756580 3.677800 56.700001 13.329501 0.000000 8 1 62
1.882670 1.757650 3.676410 57.203999 13.329501 0.000000 8 1 62
1.882620 1.758150 3.676120 57.708000 13.329501 0.000000 8 1 62
1.881840 1.759030 3.675260 58.211998 13.329501 0.000000 8 1 62
1.880530 1.759610 3.674340 58.716000 13.329501 0.000000 8 1 62
1.880420 1.759590 3.674130 59.220001 13.329501 0.000000 8 1 62
1.879340 1.759680 3.673370 59.723999 13.329501 0.000000 8 1 62
1.878870 1.759630 3.673080 60.228001 13.329501 0.000000 8 1 62
1.877670 1.759560 3.672520 60.731998 13.329501 0.000000 8 1 62
1.876400 1.759670 3.671930 61.236000 13.329501 0.000000 8 1 62
1.876070 1.759670 3.671730 61.740002 13.329501 0.000000 8 1 62
1.875120 1.759680 3.671100 62.243999 13.329501 0.000000 8 1 62
1.874310 1.759610 3.670260 62.748001 13.329501 0.000000 8 1 62
1.874250 1.759530 3.670020 63.251999 13.329501 0.000000 8 1 62
1.873940 1.759500 3.669530 63.756001 13.329501 0.000000 8 1 62
1.873760 1.759560 3.669420 64.260002 13.329501 0.000000 8 1 62
1.873310 1.759730 3.669420 64.764000 13.329501 0.000000 8 1 62
1.872370 1.760040 3.669370 65.267998 13.329501 0.000000 8 1 62
1.871980 1.760160 3.669400 65.772003 13.329501 0.000000 8 1 62
1.870990 1.760510 3.669270 66.276001 13.329501 0.000000 8 1 62
1.869820 1.760920 3.668500 66.779999 13.329501 0.000000 8 1 62
1.869560 1.761050 3.668170 67.283997 13.329501 0.000000 8 1 62
1.868430 1.761500 3.667180 67.788002 13.329501 0.000000 8 1 62
1.867880 1.761650 3.666790 68.292000 13.329501 0.000000 8 1 62
1.866720 1.762290 3.666560 68.795998 13.329501 0.000000 8 1 62
1.865200 1.762990 3.666620 69.300003 13.329501 0.000000 8 1 62
1.864610 1.763220 3.666660 69.804001 13.329501 0.000000 8 1 62
1.862200 1.763750 3.666460 70.307999 13.329501 0.000000 8 1 62
1.859400 1.764630 3.666090 70.811996 13.329501 0.000000 8 1 62
1.858770 1.765090 3.666120 71.316002 13.329501 0.000000 8 1 62
1.857210 1.765930 3.665830 71.820000 13.329501 0.000000 8 1 62
1.855790 1.765870 3.664960 72.323997 13.329501 0.000000 8 1 62
1.855540 1.765580 3.664710 72.828003 13.329501 0.000000 8 1 62
1.854420 1.765490 3.664040 73.332001 13.329501 0.000000 8 1 62
1.854160 1.765690 3.663990 73.835999 13.329501 0.000000 8 1 62
1.854290 1.765430 3.663680 74.339996 13.329501 0.000000 8 1 62
1.855100 1.764640 3.663540 74.844002 13.329501 0.000000 8 1 62
2.699260 1.673890 4.058100 75.348000 13.329501 0.000000 62 1 62
2.699890 1.673290 4.058350 75.851997 13.329501 0.000000 62 1 62
2.700740 1.672280 4.059660 76.356003 13.329501 0.000000 62 1 62
2.700840 1.672070 4.060490 76.860001 13.329501 0.000000 62 1 62
2.701300 1.672060 4.062590 77.363998 13.329501 0.000000 62 1 62
2.701500 1.672360 4.063140 77.868004 13.329501 0.000000 62 1 62
2.702070 1.673150 4.063660 78.372002 13.329501 0.000000 62 1 62
2.702390 1.673920 4.063720 78.875999 13.329501 0.000000 62 1 62
2.702380 1.674150 4.063860 79.379997 13.329501 0.000000 62 1 62
2.702200 1.674630 4.063930 79.884003 13.329501 0.000000 62 1 62
2.702040 1.675060 4.063780 80.388000 13.329501 0.000000 62 1 62
2.702230 1.675270 4.063600 80.891998 13.329501 0.000000 62 1 62
2.702170 1.676060 4.063120 81.396004 13.329501 0.000000 62 1 62
2.702030 1.676380 4.062910 81.900002 13.329501 0.000000 62 1 62
2.701160 1.677310 4.061690 82.403999 13.329501 0.000000 62 1 62
2.700370 1.677700 4.060000 82.907997 13.329501 0.000000 62 1 62
2.700200 1.677630 4.059370 83.412003 13.329501 0.000000 62 1 62
2.699930 1.677470 4.057960 83.916000 13.329501 0.000000 62 1 62
2.699630 1.677530 4.057170 84.419998 13.329501 0.000000 62 1 62
2.699440 1.677690 4.057180 84.924004 13.329501 0.000000 62 1 62
2.699100 1.678060 4.057170 85.428001 13.329501 0.000000 62 1 62
2.698830 1.678480 4.057210 85.931999 13.329501 0.000000 62 1 62
2.698660 1.678650 4.057280 86.435997 13.329501 0.000000 62 1 62
2.697850 1.678800 4.057470 86.940002 13.329501 0.000000 62 1 62
2.697440 1.678720 4.057600 87.444000 13.329501 0.000000 62 1 62
2.697220 1.678730 4.057740 87.947998 13.329501 0.000000 62 1 62
2.697510 1.679000 4.057740 88.452003 13.329501 0.000000 62 1 62
2.697610 1.679120 4.057660 88.956001 13.329501 0.000000 62 1 62
2.697590 1.679120 4.057710 89.459999 13.329501 0.000000 62 1 62
2.697430 1.678780 4.057840 89.963997 13.329501 0.000000 62 1 62
2.697370 1.678630 4.057940 90.468002 13.329501 0.000000 62 1 62
2.697530 1.678190 4.058510 90.972000 13.329501 0.000000 62 1 62
2.697680 1.678110 4.058800 91.475998 13.329501 0.000000 62 1 62
2.697830 1.678050 4.059930 91.980003 13.329501 0.000000 62 1 62
2.697870 1.678540 4.061450 92.484001 13.329501 0.000000 62 1 62
2.697870 1.678740 4.062160 92.987999 13.329501 0.000000 62 1 62
2.697890 1.679230 4.064130 93.491997 13.329501 0.000000 62 1 62
1.822210 1.551860 3.573200 93.996002 13.329501 0.000000 49 1 62
1.825600 1.550150 3.571650 94.500000 13.329501 0.000000 49 1 62
1.831080 1.547610 3.567840 95.003998 13.329501 0.000000 49 1 62
1.831970 1.547720 3.566150 95.508003 13.329501 0.000000 49 1 62
1.834470 1.547450 3.566040 96.012001 13.329501 0.000000 49 1 62
1.836360 1.546950 3.569290 96.515999 13.329501 0.000000 49 1 62
1.840390 1.543500 3.574400 97.020004 13.329501 0.000000 49 1 62
1.842080 1.542340 3.577110 97.524002 13.329501 0.000000 49 1 62
1.862320 1.549160 3.598220 98.028000 13.329501 0.000000 16 1 62
1.862700 1.550150 3.598170 98.531998 13.329501 0.000000 16 1 62
1.863350 1.553690 3.599620 99.036003 13.329501 0.000000 16 1 62
1.863240 1.555200 3.600370 99.540001 13.329501 0.000000 16 1 62
2.654440 1.497170 3.493550 0.252000 13.832500 0.000000 7 1 62
1.875340 1.737790 3.640720 0.756000 13.832500 0.000000 8 1 62
1.874750 1.738430 3.640370 1.260000 13.832500 0.000000 8 1 62
1.873990 1.738840 3.639280 1.764000 13.832500 0.000000 8 1 62
1.873430 1.739720 3.638810 2.268000 13.832500 0.000000 8 1 62
1.873000 1.740310 3.637760 2.772000 13.832500 0.000000 8 1 62
1.873130 1.740780 3.637960 3.276000 13.832500 0.000000 8 1 62
1.873210 1.741230 3.638060 3.780000 13.832500 0.000000 8 1 62
1.872640 1.741720 3.637500 4.284000 13.832500 0.000000 8 1 62
1.872660 1.741940 3.637760 4.788000 13.832500 0.000000 8 1 62
1.872070 1.742170 3.637970 5.292000 13.832500 0.000000 8 1 62
1.871430 1.742120 3.637420 5.796000 13.832500 0.000000 8 1 62
1.871780 1.741740 3.638880 6.300000 13.832500 0.000000 8 1 62
1.872150 1.741480 3.639370 6.804000 13.832500 0.000000 8 1 62
1.872540 1.741380 3.640170 7.308000 13.832500 0.000000 8 1 62
1.873650 1.741390 3.643530 7.812000 13.832500 0.000000 8 1 62
1.874120 1.741810 3.647030 8.316000 13.832500 0.000000 8 1 62
1.874710 1.742290 3.652720 8.820000 13.832500 0.000000 8 1 62
1.875170 1.743190 3.664310 9.324000 13.832500 0.000000 8 1 62
1.875090 1.743650 3.671670 9.828000 13.832500 0.000000 8 1 62
1.875700 1.744230 3.685930 10.332000 13.832500 0.000000 8 1 62
1.875720 1.744720 3.697200 10.836000 13.832500 0.000000 8 1 62
1.875790 1.745000 3.701970 11.340000 13.832500 0.000000 8 1 62
1.876360 1.744730 3.709210 11.844000 13.832500 0.000000 8 1 62
1.876490 1.744540 3.715980 12.348001 13.832500 0.000000 8 1 62
1.876500 1.744660 3.719600 12.852000 13.832500 0.000000 8 1 62
1.876340 1.744850 3.724630 13.356000 13.832500 0.000000 8 1 62
1.875860 1.744920 3.726350 13.860000 13.832500 0.000000 8 1 62
1.876660 1.744670 3.729410 14.364000 13.832500 0.000000 8 1 62
1.877130 1.744140 3.731710 14.868000 13.832500 0.000000 8 1 62
1.877060 1.743750 3.732430 15.372000 13.832500 0.000000 8 1 62
1.878030 1.742800 3.735140 15.876000 13.832500 0.000000 8 1 62
1.878690 1.742240 3.738050 16.380001 13.832500 0.000000 8 1 62
1.879370 1.741950 3.739860 16.884001 13.832500 0.000000 8 1 62
1.880110 1.742250 3.742900 17.388000 13.832500 0.000000 8 1 62
1.880160 1.743070 3.744750 17.892000 13.832500 0.000000 8 1 62
1.880780 1.743600 3.746450 18.396002 13.832500 0.000000 8 1 62
1.880960 1.744250 3.748210 18.900002 13.832500 0.000000 8 1 62
1.880620 1.744650 3.748860 19.404001 13.832500 0.000000 8 1 62
1.881080 1.744250 3.749040 19.908001 13.832500 0.000000 8 1 62
1.880930 1.744040 3.747520 20.412001 13.832500 0.000000 8 1 62
1.880800 1.743830 3.745810 20.916000 13.832500 0.000000 8 1 62
1.880810 1.744120 3.740600 21.420002 13.832500 0.000000 8 1 62
1.879540 1.745050 3.730720 21.924002 13.832500 0.000000 8 1 62
1.879770 1.744940 3.724340 22.428001 13.832500 0.000000 8 1 62
1.878990 1.744740 3.710030 22.932001 13.832500 0.000000 8 1 62
1.877960 1.744670 3.699170 23.436001 13.832500 0.000000 8 1 62
1.878000 1.743640 3.686460 23.940001 13.832500 0.000000 8 1 62
1.876790 1.743360 3.672130 24.444002 13.832500 0.000000 8 1 62
1.875710 1.743700 3.666620 24.948002 13.832500 0.000000 8 1 62
1.874480 1.744540 3.659840 25.452002 13.832500 0.000000 8 1 62
1.872180 1.745970 3.655140 25.956001 13.832500 0.000000 8 1 62
1.872390 1.746240 3.654570 26.460001 13.832500 0.000000 8 1 62
1.872340 1.746490 3.653700 26.964001 13.832500 0.000000 8 1 62
1.873210 1.745720 3.655060 27.468000 13.832500 0.000000 8 1 62
1.875600 1.745900 3.656710 27.972002 13.832500 0.000000 8 1 62
1.879420 1.745340 3.661120 28.476002 13.832500 0.000000 8 1 62
1.881970 1.744660 3.665050 28.980001 13.832500 0.000000 8 1 62
1.884980 1.744130 3.668510 29.484001 13.832500 0.000000 8 1 62
1.887920 1.743010 3.674060 29.988001 13.832500 0.000000 8 1 62
1.888350 1.742820 3.675160 30.492001 13.832500 0.000000 8 1 62
1.889030 1.742550 3.677680 30.996002 13.832500 0.000000 8 1 62
1.889660 1.742050 3.679970 31.500002 13.832500 0.000000 8 1 62
1.889600 1.742370 3.679450 32.004002 13.832500 0.000000 8 1 62
1.890000 1.742090 3.679330 32.507999 13.832500 0.000000 8 1 62
1.890100 1.741910 3.678800 33.012001 13.832500 0.000000 8 1 62
1.889990 1.741470 3.677340 33.515999 13.832500 0.000000 8 1 62
1.889610 1.741080 3.675690 34.020000 13.832500 0.000000 8 1 62
1.889230 1.741060 3.674600 34.523998 13.832500 0.000000 8 1 62
1.888750 1.741180 3.673400 35.028000 13.832500 0.000000 8 1 62
1.888380 1.741490 3.672080 35.531998 13.832500 0.000000 8 1 62
1.887820 1.742030 3.671740 36.035999 13.832500 0.000000 8 1 62
1.885930 1.742960 3.670300 36.540001 13.832500 0.000000 8 1 62
1.883690 1.743990 3.668940 37.043999 13.832500 0.000000 8 1 62
1.880590 1.745340 3.668460 37.548000 13.832500 0.000000 8 1 62
1.877530 1.747440 3.669550 38.051998 13.832500 0.000000 8 1 62
1.876860 1.748450 3.671780 38.556000 13.832500 0.000000 8 1 62
1.876670 1.749600 3.678780 39.060001 13.832500 0.000000 8 1 62
1.876630 1.752570 3.687710 39.563999 13.832500 0.000000 8 1 62
1.875870 1.751830 3.693820 40.068001 13.832500 0.000000 8 1 62
1.876210 1.752410 3.702980 40.571999 13.832500 0.000000 8 1 62
1.877630 1.752290 3.706590 41.076000 13.832500 0.000000 8 1 62
1.879300 1.751310 3.709750 41.579998 13.832500 0.000000 8 1 62
1.881510 1.750240 3.708960 42.084000 13.832500 0.000000 8 1 62
1.884500 1.748790 3.696030 42.588001 13.832500 0.000000 8 1 62
1.883720 1.749120 3.702840 43.091999 13.832500 0.000000 8 1 62
1.885240 1.748800 3.695730 43.596001 13.832500 0.000000 8 1 62
1.885780 1.748860 3.693290 44.099998 13.832500 0.000000 8 1 62
1.886880 1.748690 3.688200 44.604000 13.832500 0.000000 8 1 62
1.889000 1.747380 3.683430 45.107998 13.832500 0.000000 8 1 62
1.889210 1.747550 3.683660 45.612000 13.832500 0.000000 8 1 62
1.891020 1.746900 3.682700 46.116001 13.832500 0.000000 8 1 62
1.892230 1.746660 3.682600 46.619999 13.832500 0.000000 8 1 62
1.892310 1.746590 3.683080 47.124001 13.832500 0.000000 8 1 62
1.892460 1.746340 3.683180 47.627998 13.832500 0.000000 8 1 62
1.892400 1.746410 3.683000 48.132000 13.832500 0.000000 8 1 62
1.892040 1.746440 3.682270 48.636002 13.832500 0.000000 8 1 62
1.891910 1.746340 3.681070 49.139999 13.832500 0.000000 8 1 62
1.891220 1.746550 3.681080 49.644001 13.832500 0.000000 8 1 62
1.890230 1.747240 3.681020 50.147999 13.832500 0.000000 8 1 62
1.889720 1.747870 3.681140 50.652000 13.832500 0.000000 8 1 62
1.888660 1.749160 3.681990 51.155998 13.832500 0.000000 8 1 62
1.888300 1.750480 3.682960 51.660000 13.832500 0.000000 8 1 62
1.888300 1.751200 3.683530 52.164001 13.832500 0.000000 8 1 62
1.887570 1.752120 3.683800 52.667999 13.832500 0.000000 8 1 62
1.887180 1.752700 3.683780 53.172001 13.832500 0.000000 8 1 62
1.886080 1.752930 3.683410 53.675999 13.832500 0.000000 8 1 62
1.884800 1.753520 3.683060 54.180000 13.832500 0.000000 8 1 62
1.884730 1.753660 3.683050 54.683998 13.832500 0.000000 8 1 62
1.886770 1.753650 3.682970 55.188000 13.832500 0.000000 8 1 62
1.886500 1.754710 3.681340 55.692001 13.832500 0.000000 8 1 62
1.883830 1.755620 3.679520 56.195999 13.832500 0.000000 8 1 62
1.883630 1.756250 3.677750 56.700001 13.832500 0.000000 8 1 62
1.884010 1.756810 3.676370 57.203999 13.832500 0.000000 8 1 62
1.883720 1.757350 3.676070 57.708000 13.832500 0.000000 8 1 62
1.882830 1.758250 3.675390 58.211998 13.832500 0.000000 8 1 62
1.882430 1.758280 3.674970 58.716000 13.832500 0.000000 8 1 62
1.881380 1.759040 3.674530 59.220001 13.832500 0.000000 8 1 62
1.880450 1.759180 3.673920 59.723999 13.832500 0.000000 8 1 62
1.879940 1.759020 3.673660 60.228001 13.832500 0.000000 8 1 62
1.878430 1.759210 3.672980 60.731998 13.832500 0.000000 8 1 62
1.877630 1.759190 3.672700 61.236000 13.832500 0.000000 8 1 62
1.876930 1.759370 3.672340 61.740002 13.832500 0.000000 8 1 62
1.875810 1.759470 3.671590 62.243999 13.832500 0.000000 8 1 62
1.875470 1.759290 3.671160 62.748001 13.832500 0.000000 8 1 62
1.875010 1.759240 3.670520 63.251999 13.832500 0.000000 8 1 62
1.874770 1.759210 3.670110 63.756001 13.832500 0.000000 8 1 62
1.875060 1.759250 3.670400 64.260002 13.832500 0.000000 8 1 62
1.874150 1.759610 3.670080 64.764000 13.832500 0.000000 8 1 62
1.873640 1.759920 3.670320 65.267998 13.832500 0.000000 8 1 62
1.873180 1.760180 3.670410 65.772003 13.832500 0.000000 8 1 62
1.871960 1.760430 3.669930 66.276001 13.832500 0.000000 8 1 62
1.871630 1.760530 3.669620 66.779999 13.832500 0.000000 8 1 62
1.870780 1.760840 3.668910 67.283997 13.832500 0.000000 8 1 62
1.869670 1.761300 3.667970 67.788002 13.832500 0.000000 8 1 62
1.869730 1.761500 3.667970 68.292000 13.832500 0.000000 8 1 62
1.867890 1.762110 3.667180 68.795998 13.832500 0.000000 8 1 62
1.866760 1.762670 3.667290 69.300003 13.832500 0.000000 8 1 62
1.866050 1.762970 3.667470 69.804001 13.832500 0.000000 8 1 62
1.863260 1.763540 3.666930 70.307999 13.832500 0.000000 8 1 62
1.861260 1.764140 3.666750 70.811996 13.832500 0.000000 8 1 62
1.860020 1.764880 3.666730 71.316002 13.832500 0.000000 8 1 62
1.858360 1.765590 3.666340 71.820000 13.832500 0.000000 8 1 62
1.857850 1.765170 3.665890 72.323997 13.832500 0.000000 8 1 62
1.856560 1.764750 3.665010 72.828003 13.832500 0.000000 8 1 62
1.855750 1.764300 3.664400 73.332001 13.832500 0.000000 8 1 62
1.207310 0.778810 3.845980 73.835999 13.832500 0.000000 51 1 62
1.204740 0.778030 3.847270 74.339996 13.832500 0.000000 51 1 62
1.202390 0.777330 3.848450 74.844002 13.832500 0.000000 51 1 62
2.699280 1.673820 4.057890 75.348000 13.832500 0.000000 62 1 62
2.699940 1.673350 4.058200 75.851997 13.832500 0.000000 62 1 62
2.700970 1.672700 4.058930 76.356003 13.832500 0.000000 62 1 62
2.701190 1.672140 4.060140 76.860001 13.832500 0.000000 62 1 62
2.701630 1.672030 4.062040 77.363998 13.832500 0.000000 62 1 62
2.701860 1.672190 4.062840 77.868004 13.832500 0.000000 62 1 62
2.702250 1.673010 4.063420 78.372002 13.832500 0.000000 62 1 62
2.702650 1.673690 4.063420 78.875999 13.832500 0.000000 62 1 62
2.702780 1.673990 4.063420 79.379997 13.832500 0.000000 62 1 62
2.702500 1.674570 4.063630 79.884003 13.832500 0.000000 62 1 62
2.702480 1.675130 4.063470 80.388000 13.832500 0.000000 62 1 62
2.702420 1.675300 4.063500 80.891998 13.832500 0.000000 62 1 62
2.702270 1.676000 4.063160 81.396004 13.832500 0.000000 62 1 62
2.701970 1.676460 4.063060 81.900002 13.832500 0.000000 62 1 62
2.701240 1.677210 4.061860 82.403999 13.832500 0.000000 62 1 62
2.700570 1.677540 4.060410 82.907997 13.832500 0.000000 62 1 62
2.700310 1.677490 4.059600 83.412003 13.832500 0.000000 62 1 62
2.699940 1.677460 4.058290 83.916000 13.832500 0.000000 62 1 62
2.699580 1.677590 4.057780 84.419998 13.832500 0.000000 62 1 62
2.699310 1.677740 4.057540 84.924004 13.832500 0.000000 62 1 62
2.699060 1.678100 4.057430 85.428001 13.832500 0.000000 62 1 62
2.698970 1.678530 4.057570 85.931999 13.832500 0.000000 62 1 62
2.698760 1.678710 4.057430 86.435997 13.832500 0.000000 62 1 62
2.698100 1.678830 4.057550 86.940002 13.832500 0.000000 62 1 62
2.697660 1.678660 4.057570 87.444000 13.832500 0.000000 62 1 62
2.697380 1.678690 4.057680 87.947998 13.832500 0.000000 62 1 62
2.697610 1.678880 4.057680 88.452003 13.832500 0.000000 62 1 62
2.697630 1.679020 4.057830 88.956001 13.832500 0.000000 62 1 62
2.697510 1.679000 4.057910 89.459999 13.832500 0.000000 62 1 62
2.697110 1.678580 4.058250 89.963997 13.832500 0.000000 62 1 62
2.697200 1.678320 4.058150 90.468002 13.832500 0.000000 62 1 62
2.697360 1.677830 4.058650 90.972000 13.832500 0.000000 62 1 62
2.697540 1.677380 4.059220 91.475998 13.832500 0.000000 62 1 62
2.697750 1.677660 4.060080 91.980003 13.832500 0.000000 62 1 62
2.697810 1.678010 4.061430 92.484001 13.832500 0.000000 62 1 62
2.697980 1.678580 4.062300 92.987999 13.832500 0.000000 62 1 62
2.697940 1.679190 4.064420 93.491997 13.832500 0.000000 62 1 62
2.697940 1.679380 4.066620 93.996002 13.832500 0.000000 62 1 62
1.829400 1.546300 3.571400 94.500000 13.832500 0.000000 49 1 62
1.833480 1.544580 3.568380 95.003998 13.832500 0.000000 49 1 62
1.836600 1.542520 3.566870 95.508003 13.832500 0.000000 49 1 62
1.836660 1.544840 3.567290 96.012001 13.832500 0.000000 49 1 62
1.839000 1.543870 3.571080 96.515999 13.832500 0.000000 49 1 62
1.840390 1.543500 3.574400 97.020004 13.832500 0.000000 49 1 62
1.842080 1.542340 3.577110 97.524002 13.832500 0.000000 49 1 62
1.862240 1.544680 3.597630 98.028000 13.832500 0.000000 16 1 62
1.863250 1.547130 3.598030 98.531998 13.832500 0.000000 16 1 62
1.863920 1.550790 3.599570 99.036003 13.832500 0.000000 16 1 62
1.864430 1.550830 3.601130 99.540001 13.832500 0.000000 16 1 62
2.654290 1.495450 3.494710 0.252000 14.335501 0.000000 7 1 62
1.874860 1.738170 3.639560 0.756000 14.335501 0.000000 8 1 62
1.874300 1.738460 3.638830 1.260000 14.335501 0.000000 8 1 62
1.873960 1.738630 3.638370 1.764000 14.335501 0.000000 8 1 62
1.872860 1.739310 3.637180 2.268000 14.335501 0.000000 8 1 62
1.872320 1.740100 3.636760 2.772000 14.335501 0.000000 8 1 62
1.872360 1.740350 3.636860 3.276000 14.335501 0.000000 8 1 62
1.872380 1.740970 3.636900 3.780000 14.335501 0.000000 8 1 62
1.872050 1.741500 3.636420 4.284000 14.335501 0.000000 8 1 62
1.871830 1.741720 3.636150 4.788000 14.335501 0.000000 8 1 62
1.871050 1.742100 3.635400 5.292000 14.335501 0.000000 8 1 62
1.870800 1.742110 3.635180 5.796000 14.335501 0.000000 8 1 62
1.870640 1.742080 3.634910 6.300000 14.335501 0.000000 8 1 62
1.871080 1.741990 3.635190 6.804000 14.335501 0.000000 8 1 62
1.871280 1.741970 3.635420 7.308000 14.335501 0.000000 8 1 62
1.872060 1.741970 3.637690 7.812000 14.335501 0.000000 8 1 62
1.872820 1.742420 3.643290 8.316000 14.335501 0.000000 8 1 62
1.873020 1.742670 3.645990 8.820000 14.335501 0.000000 8 1 62
1.873560 1.743490 3.658370 9.324000 14.335501 0.000000 8 1 62
1.873660 1.743700 3.662730 9.828000 14.335501 0.000000 8 1 62
1.873960 1.744320 3.679740 10.332000 14.335501 0.000000 8 1 62
1.874260 1.744860 3.693890 10.836000 14.335501 0.000000 8 1 62
1.874410 1.745030 3.697400 11.340000 14.335501 0.000000 8 1 62
1.874750 1.745270 3.707200 11.844000 14.335501 0.000000 8 1 62
1.874590 1.745380 3.715550 12.348001 14.335501 0.000000 8 1 62
1.874400 1.745440 3.717980 12.852000 14.335501 0.000000 8 1 62
1.874230 1.745360 3.723730 13.356000 14.335501 0.000000 8 1 62
1.874270 1.745240 3.724780 13.860000 14.335501 0.000000 8 1 62
1.875040 1.745200 3.728350 14.364000 14.335501 0.000000 8 1 62
1.875580 1.744910 3.730970 14.868000 14.335501 0.000000 8 1 62
1.875560 1.744690 3.731610 15.372000 14.335501 0.000000 8 1 62
1.876070 1.743880 3.734440 15.876000 14.335501 0.000000 8 1 62
1.876960 1.743210 3.737760 16.380001 14.335501 0.000000 8 1 62
1.877280 1.743050 3.738750 16.884001 14.335501 0.000000 8 1 62
1.877910 1.743220 3.741420 17.388000 14.335501 0.000000 8 1 62
1.878120 1.744290 3.743600 17.892000 14.335501 0.000000 8 1 62
1.878210 1.744670 3.744190 18.396002 14.335501 0.000000 8 1 62
1.878250 1.745670 3.746020 18.900002 14.335501 0.000000 8 1 62
1.878170 1.745860 3.746470 19.404001 14.335501 0.000000 8 1 62
1.878150 1.745790 3.746220 19.908001 14.335501 0.000000 8 1 62
1.877720 1.745420 3.742890 20.412001 14.335501 0.000000 8 1 62
1.877440 1.745340 3.741100 20.916000 14.335501 0.000000 8 1 62
1.876540 1.745730 3.732700 21.420002 14.335501 0.000000 8 1 62
1.875680 1.746320 3.719520 21.924002 14.335501 0.000000 8 1 62
1.875650 1.746240 3.715130 22.428001 14.335501 0.000000 8 1 62
1.875220 1.745640 3.699010 22.932001 14.335501 0.000000 8 1 62
1.875030 1.745320 3.694040 23.436001 14.335501 0.000000 8 1 62
1.874160 1.744430 3.678060 23.940001 14.335501 0.000000 8 1 62
1.872730 1.744420 3.666590 24.444002 14.335501 0.000000 8 1 62
1.872200 1.744700 3.664520 24.948002 14.335501 0.000000 8 1 62
1.870990 1.745720 3.660180 25.452002 14.335501 0.000000 8 1 62
1.871000 1.746380 3.659250 25.956001 14.335501 0.000000 8 1 62
1.871490 1.746310 3.659390 26.460001 14.335501 0.000000 8 1 62
1.873530 1.745330 3.660900 26.964001 14.335501 0.000000 8 1 62
1.874330 1.744790 3.661820 27.468000 14.335501 0.000000 8 1 62
1.878050 1.743770 3.665670 27.972002 14.335501 0.000000 8 1 62
1.882170 1.742940 3.671020 28.476002 14.335501 0.000000 8 1 62
1.883370 1.742590 3.672880 28.980001 14.335501 0.000000 8 1 62
1.886790 1.741620 3.677450 29.484001 14.335501 0.000000 8 1 62
1.888840 1.740830 3.680290 29.988001 14.335501 0.000000 8 1 62
1.889050 1.740700 3.680600 30.492001 14.335501 0.000000 8 1 62
1.889300 1.740740 3.681210 30.996002 14.335501 0.000000 8 1 62
1.889310 1.741160 3.680860 31.500002 14.335501 0.000000 8 1 62
1.889450 1.741270 3.680590 32.004002 14.335501 0.000000 8 1 62
1.890060 1.741420 3.679450 32.507999 14.335501 0.000000 8 1 62
1.890350 1.741410 3.678990 33.012001 14.335501 0.000000 8 1 62
1.890730 1.740980 3.677090 33.515999 14.335501 0.000000 8 1 62
1.890140 1.740750 3.674630 34.020000 14.335501 0.000000 8 1 62
1.889620 1.740900 3.673730 34.523998 14.335501 0.000000 8 1 62
1.888390 1.741590 3.670960 35.028000 14.335501 0.000000 8 1 62
1.887020 1.742850 3.668420 35.531998 14.335501 0.000000 8 1 62
1.886510 1.743320 3.667930 36.035999 14.335501 0.000000 8 1 62
1.883650 1.745130 3.666600 36.540001 14.335501 0.000000 8 1 62
1.882480 1.745760 3.666360 37.043999 14.335501 0.000000 8 1 62
1.878410 1.748050 3.666710 37.548000 14.335501 0.000000 8 1 62
1.875960 1.750160 3.669430 38.051998 14.335501 0.000000 8 1 62
1.875830 1.750650 3.670920 38.556000 14.335501 0.000000 8 1 62
1.875900 1.751770 3.678210 39.060001 14.335501 0.000000 8 1 62
1.876630 1.752570 3.687710 39.563999 14.335501 0.000000 8 1 62
