# File written from OrientationAnalysis Version 6.5.163.1998a502a
# DateTime: ?? 9? 6 11:14:22 2022
# X_STEP: 0.504000
# Y_STEP: 0.503000
# Z_STEP: 0.000000
#
# X_MIN: 0.000000
# Y_MIN: 0.000000
# Z_MIN: 0.000000
#
# X_MAX: 99.792000
# Y_MAX: 100.600006
# Z_MAX: 0.000000
#
# X_DIM: 198
# Y_DIM: 200
# Z_DIM: 0
#
# Phase_1: 
# Symmetry_1: 62
# Features_1: 62
#
# Num_Features: 62 
#
# phi1 PHI phi2 x y z FeatureId PhaseId Symmetry
1.876580 1.684080 3.671170 23.940001 39.485500 0.000000 8 1 62
1.878240 1.682320 3.668630 24.444002 39.485500 0.000000 8 1 62
1.879060 1.680940 3.666460 24.948002 39.485500 0.000000 8 1 62
1.881190 1.678530 3.661410 25.452002 39.485500 0.000000 8 1 62
1.881350 1.676920 3.658430 25.956001 39.485500 0.000000 8 1 62
1.882980 1.676350 3.655620 26.460001 39.485500 0.000000 8 1 62
1.885260 1.674730 3.651670 26.964001 39.485500 0.000000 8 1 62
1.885610 1.673590 3.650510 27.468000 39.485500 0.000000 8 1 62
1.888910 1.672380 3.645530 27.972002 39.485500 0.000000 8 1 62
1.890830 1.671810 3.642390 28.476002 39.485500 0.000000 8 1 62
1.891820 1.671720 3.641320 28.980001 39.485500 0.000000 8 1 62
1.894390 1.670590 3.637940 29.484001 39.485500 0.000000 8 1 62
1.895750 1.669500 3.635570 29.988001 39.485500 0.000000 8 1 62
1.896760 1.669350 3.634070 30.492001 39.485500 0.000000 8 1 62
1.898110 1.668960 3.633140 30.996002 39.485500 0.000000 8 1 62
1.898520 1.669550 3.633840 31.500002 39.485500 0.000000 8 1 62
1.900320 1.669810 3.633430 32.004002 39.485500 0.000000 8 1 62
1.901970 1.671040 3.633870 32.507999 39.485500 0.000000 8 1 62
1.902190 1.672710 3.634660 33.012001 39.485500 0.000000 8 1 62
3.069070 1.146490 3.613850 33.515999 39.485500 0.000000 22 1 62
3.069840 1.146690 3.614260 34.020000 39.485500 0.000000 22 1 62
3.071630 1.147150 3.615200 34.523998 39.485500 0.000000 22 1 62
3.074490 1.147900 3.614850 35.028000 39.485500 0.000000 22 1 62
3.078370 1.148750 3.613390 35.531998 39.485500 0.000000 22 1 62
3.081340 1.149410 3.612250 36.035999 39.485500 0.000000 22 1 62
3.084220 1.150400 3.611350 36.540001 39.485500 0.000000 22 1 62
3.085340 1.151560 3.610670 37.043999 39.485500 0.000000 22 1 62
3.087770 1.153640 3.608820 37.548000 39.485500 0.000000 22 1 62
3.091180 1.156940 3.604730 38.051998 39.485500 0.000000 22 1 62
3.092650 1.158030 3.602540 38.556000 39.485500 0.000000 22 1 62
3.095120 1.158660 3.599340 39.060001 39.485500 0.000000 22 1 62
3.097420 1.159320 3.596030 39.563999 39.485500 0.000000 22 1 62
3.099300 1.159560 3.594590 40.068001 39.485500 0.000000 22 1 62
3.102210 1.160150 3.591890 40.571999 39.485500 0.000000 22 1 62
3.103590 1.161130 3.590220 41.076000 39.485500 0.000000 22 1 62
3.105970 1.162530 3.586510 41.579998 39.485500 0.000000 22 1 62
3.107200 1.165540 3.582010 42.084000 39.485500 0.000000 22 1 62
3.107210 1.167700 3.579450 42.588001 39.485500 0.000000 22 1 62
3.106160 1.170850 3.576710 43.091999 39.485500 0.000000 22 1 62
3.104350 1.174260 3.575280 43.596001 39.485500 0.000000 22 1 62
3.059160 1.213950 3.460610 44.099998 39.485500 0.000000 9 1 62
3.054680 1.218800 3.451990 44.604000 39.485500 0.000000 9 1 62
3.052560 1.220870 3.443260 45.107998 39.485500 0.000000 9 1 62
3.052230 1.223200 3.442770 45.612000 39.485500 0.000000 9 1 62
3.052530 1.228160 3.441090 46.116001 39.485500 0.000000 9 1 62
3.053150 1.230630 3.441240 46.619999 39.485500 0.000000 9 1 62
3.056990 1.233620 3.441220 47.124001 39.485500 0.000000 9 1 62
3.062140 1.234240 3.440020 47.627998 39.485500 0.000000 9 1 62
3.065310 1.233370 3.438560 48.132000 39.485500 0.000000 9 1 62
3.069970 1.231660 3.435360 48.636002 39.485500 0.000000 9 1 62
3.073350 1.229030 3.431740 49.139999 39.485500 0.000000 9 1 62
3.073440 1.229040 3.431070 49.644001 39.485500 0.000000 9 1 62
3.072590 1.228520 3.430410 50.147999 39.485500 0.000000 9 1 62
3.071000 1.229180 3.429520 50.652000 39.485500 0.000000 9 1 62
3.068820 1.229790 3.429640 51.155998 39.485500 0.000000 9 1 62
3.066270 1.231190 3.427520 51.660000 39.485500 0.000000 9 1 62
3.064750 1.231980 3.426060 52.164001 39.485500 0.000000 9 1 62
3.062950 1.232120 3.425400 52.667999 39.485500 0.000000 9 1 62
3.060120 1.233060 3.421780 53.172001 39.485500 0.000000 9 1 62
3.059450 1.232270 3.421680 53.675999 39.485500 0.000000 9 1 62
3.056730 1.231490 3.419870 54.180000 39.485500 0.000000 9 1 62
3.055090 1.230740 3.418930 54.683998 39.485500 0.000000 9 1 62
3.052540 1.229400 3.421420 55.188000 39.485500 0.000000 9 1 62
3.051130 1.227840 3.426260 55.692001 39.485500 0.000000 9 1 62
3.051370 1.226690 3.430890 56.195999 39.485500 0.000000 9 1 62
3.053210 1.224500 3.438910 56.700001 39.485500 0.000000 9 1 62
3.055660 1.221560 3.447960 57.203999 39.485500 0.000000 9 1 62
3.056040 1.219710 3.451440 57.708000 39.485500 0.000000 9 1 62
3.055960 1.217060 3.457890 58.211998 39.485500 0.000000 9 1 62
1.874660 1.723830 3.679210 58.716000 39.485500 0.000000 25 1 62
1.876820 1.724140 3.680390 59.220001 39.485500 0.000000 25 1 62
1.877350 1.725480 3.681000 59.723999 39.485500 0.000000 25 1 62
1.877650 1.726580 3.681070 60.228001 39.485500 0.000000 25 1 62
1.878360 1.728430 3.681970 60.731998 39.485500 0.000000 25 1 62
1.878800 1.729360 3.682210 61.236000 39.485500 0.000000 25 1 62
1.879100 1.729550 3.682710 61.740002 39.485500 0.000000 25 1 62
1.879380 1.729150 3.683110 62.243999 39.485500 0.000000 25 1 62
1.879590 1.728170 3.682990 62.748001 39.485500 0.000000 25 1 62
1.879910 1.727700 3.683550 63.251999 39.485500 0.000000 25 1 62
1.880230 1.726950 3.684030 63.756001 39.485500 0.000000 25 1 62
1.880260 1.726560 3.683860 64.260002 39.485500 0.000000 25 1 62
1.880850 1.726770 3.684230 64.764000 39.485500 0.000000 25 1 62
1.881440 1.726870 3.683320 65.267998 39.485500 0.000000 25 1 62
1.881790 1.726830 3.682410 65.772003 39.485500 0.000000 25 1 62
1.881850 1.726500 3.680620 66.276001 39.485500 0.000000 25 1 62
1.881620 1.725990 3.678620 66.779999 39.485500 0.000000 25 1 62
1.879350 1.725980 3.677720 67.283997 39.485500 0.000000 25 1 62
1.879390 1.726030 3.677160 67.788002 39.485500 0.000000 25 1 62
1.415750 2.536920 3.842260 68.292000 39.485500 0.000000 3 1 62
1.413610 2.537420 3.840560 68.795998 39.485500 0.000000 3 1 62
1.408010 2.538540 3.835000 69.300003 39.485500 0.000000 3 1 62
1.406010 2.538470 3.828410 69.804001 39.485500 0.000000 3 1 62
1.400240 2.539890 3.821690 70.307999 39.485500 0.000000 3 1 62
1.397330 2.542380 3.814830 70.811996 39.485500 0.000000 3 1 62
1.393240 2.543900 3.811380 71.316002 39.485500 0.000000 3 1 62
1.391530 2.544480 3.808470 71.820000 39.485500 0.000000 3 1 62
1.315080 2.543350 3.770240 72.323997 39.485500 0.000000 45 1 62
1.321510 2.543950 3.771120 72.828003 39.485500 0.000000 45 1 62
1.320840 2.544230 3.771130 73.332001 39.485500 0.000000 45 1 62
1.319020 2.544190 3.771240 73.835999 39.485500 0.000000 45 1 62
1.321160 2.543090 3.773270 74.339996 39.485500 0.000000 45 1 62
1.317550 2.541820 3.772200 74.844002 39.485500 0.000000 45 1 62
1.314420 2.541680 3.769750 75.348000 39.485500 0.000000 45 1 62
1.307550 2.542060 3.764830 75.851997 39.485500 0.000000 45 1 62
1.301160 2.542480 3.760020 76.356003 39.485500 0.000000 45 1 62
3.010360 1.185890 3.546950 76.860001 39.485500 0.000000 9 1 62
3.009130 1.186180 3.546280 77.363998 39.485500 0.000000 9 1 62
3.007260 1.186520 3.546200 77.868004 39.485500 0.000000 9 1 62
3.005220 1.187520 3.547110 78.372002 39.485500 0.000000 9 1 62
3.002510 1.189240 3.549870 78.875999 39.485500 0.000000 9 1 62
3.001700 1.190430 3.551500 79.379997 39.485500 0.000000 9 1 62
3.000550 1.191730 3.554380 79.884003 39.485500 0.000000 9 1 62
2.998870 1.192720 3.556670 80.388000 39.485500 0.000000 9 1 62
2.997400 1.193170 3.557370 80.891998 39.485500 0.000000 9 1 62
2.993660 1.193870 3.557950 81.396004 39.485500 0.000000 9 1 62
2.990410 1.194360 3.557590 81.900002 39.485500 0.000000 9 1 62
2.986500 1.194300 3.556160 82.403999 39.485500 0.000000 9 1 62
2.983350 1.194610 3.553790 82.907997 39.485500 0.000000 9 1 62
2.983170 1.194960 3.552560 83.412003 39.485500 0.000000 9 1 62
2.984150 1.196070 3.550540 83.916000 39.485500 0.000000 9 1 62
2.985750 1.197470 3.549150 84.419998 39.485500 0.000000 9 1 62
1.948260 1.821000 3.674170 84.924004 39.485500 0.000000 39 1 62
1.947540 1.821510 3.673310 85.428001 39.485500 0.000000 39 1 62
1.947100 1.823000 3.670490 85.931999 39.485500 0.000000 39 1 62
1.946070 1.822710 3.669770 86.435997 39.485500 0.000000 39 1 62
1.945460 1.824050 3.668630 86.940002 39.485500 0.000000 39 1 62
1.945440 1.825460 3.669340 87.444000 39.485500 0.000000 39 1 62
1.945440 1.827140 3.671260 87.947998 39.485500 0.000000 39 1 62
1.946410 1.828600 3.674380 88.452003 39.485500 0.000000 39 1 62
1.947010 1.829460 3.676320 88.956001 39.485500 0.000000 39 1 62
1.947750 1.830200 3.678320 89.459999 39.485500 0.000000 39 1 62
1.944570 1.840100 3.732230 89.963997 39.485500 0.000000 20 1 62
1.944180 1.839390 3.733060 90.468002 39.485500 0.000000 20 1 62
1.943410 1.839720 3.734680 90.972000 39.485500 0.000000 20 1 62
1.943170 1.840140 3.736220 91.475998 39.485500 0.000000 20 1 62
1.942700 1.840930 3.739690 91.980003 39.485500 0.000000 20 1 62
1.942810 1.842230 3.744080 92.484001 39.485500 0.000000 20 1 62
1.942900 1.842730 3.746670 92.987999 39.485500 0.000000 20 1 62
1.942470 1.843750 3.750570 93.491997 39.485500 0.000000 20 1 62
1.941970 1.845390 3.753510 93.996002 39.485500 0.000000 20 1 62
1.941710 1.846590 3.754650 94.500000 39.485500 0.000000 20 1 62
1.941500 1.849010 3.756870 95.003998 39.485500 0.000000 20 1 62
1.941310 1.851300 3.757900 95.508003 39.485500 0.000000 20 1 62
1.940000 1.853830 3.761850 96.012001 39.485500 0.000000 20 1 62
1.938250 1.856710 3.766620 96.515999 39.485500 0.000000 20 1 62
1.936460 1.864570 3.769220 97.020004 39.485500 0.000000 20 1 62
1.935570 1.864720 3.777620 97.524002 39.485500 0.000000 20 1 62
1.935450 1.858230 3.778340 98.028000 39.485500 0.000000 20 1 62
1.934920 1.858190 3.777470 98.531998 39.485500 0.000000 20 1 62
1.933010 1.859030 3.775950 99.036003 39.485500 0.000000 20 1 62
1.932050 1.860430 3.777090 99.540001 39.485500 0.000000 20 1 62
2.786280 1.016460 3.394620 0.252000 39.988503 0.000000 37 1 62
2.785560 1.016990 3.393860 0.756000 39.988503 0.000000 37 1 62
2.784700 1.017950 3.393520 1.260000 39.988503 0.000000 37 1 62
2.784490 1.018290 3.393740 1.764000 39.988503 0.000000 37 1 62
2.606730 1.403130 4.146600 2.268000 39.988503 0.000000 34 1 62
2.608480 1.403740 4.146210 2.772000 39.988503 0.000000 34 1 62
2.609420 1.404080 4.146030 3.276000 39.988503 0.000000 34 1 62
2.610580 1.405140 4.146820 3.780000 39.988503 0.000000 34 1 62
2.610240 1.406480 4.148850 4.284000 39.988503 0.000000 34 1 62
2.609840 1.406850 4.149410 4.788000 39.988503 0.000000 34 1 62
2.608650 1.407540 4.151280 5.292000 39.988503 0.000000 34 1 62
2.608370 1.407590 4.151800 5.796000 39.988503 0.000000 34 1 62
2.607620 1.408030 4.152700 6.300000 39.988503 0.000000 34 1 62
2.607110 1.408340 4.153320 6.804000 39.988503 0.000000 34 1 62
2.607040 1.408310 4.153570 7.308000 39.988503 0.000000 34 1 62
2.607010 1.407970 4.155040 7.812000 39.988503 0.000000 34 1 62
2.607330 1.407590 4.157000 8.316000 39.988503 0.000000 34 1 62
2.607460 1.407520 4.157620 8.820000 39.988503 0.000000 34 1 62
2.607930 1.407530 4.159270 9.324000 39.988503 0.000000 34 1 62
2.608070 1.407560 4.159640 9.828000 39.988503 0.000000 34 1 62
2.608280 1.407460 4.159410 10.332000 39.988503 0.000000 34 1 62
2.608360 1.406960 4.157670 10.836000 39.988503 0.000000 34 1 62
2.608400 1.406740 4.156950 11.340000 39.988503 0.000000 34 1 62
2.608080 1.405930 4.154940 11.844000 39.988503 0.000000 34 1 62
2.607350 1.405180 4.153950 12.348001 39.988503 0.000000 34 1 62
2.607080 1.405050 4.153900 12.852000 39.988503 0.000000 34 1 62
2.607350 1.405000 4.153580 13.356000 39.988503 0.000000 34 1 62
2.607690 1.405140 4.153420 13.860000 39.988503 0.000000 34 1 62
2.608230 1.405400 4.153580 14.364000 39.988503 0.000000 34 1 62
2.607640 1.405540 4.154310 14.868000 39.988503 0.000000 34 1 62
2.607170 1.405570 4.154600 15.372000 39.988503 0.000000 34 1 62
2.605940 1.405770 4.155120 15.876000 39.988503 0.000000 34 1 62
2.604690 1.406120 4.155340 16.380001 39.988503 0.000000 34 1 62
1.838220 1.699950 3.667950 16.884001 39.988503 0.000000 8 1 62
1.837790 1.697690 3.670140 17.388000 39.988503 0.000000 8 1 62
1.839130 1.695550 3.672270 17.892000 39.988503 0.000000 8 1 62
1.839950 1.695250 3.672660 18.396002 39.988503 0.000000 8 1 62
1.841990 1.694110 3.675000 18.900002 39.988503 0.000000 8 1 62
1.842390 1.693670 3.675980 19.404001 39.988503 0.000000 8 1 62
1.845360 1.692180 3.678770 19.908001 39.988503 0.000000 8 1 62
1.848620 1.690770 3.680840 20.412001 39.988503 0.000000 8 1 62
1.849880 1.690430 3.681210 20.916000 39.988503 0.000000 8 1 62
1.853900 1.689600 3.682220 21.420002 39.988503 0.000000 8 1 62
1.856900 1.688630 3.682940 21.924002 39.988503 0.000000 8 1 62
1.857860 1.688200 3.682790 22.428001 39.988503 0.000000 8 1 62
1.860680 1.686890 3.682130 22.932001 39.988503 0.000000 8 1 62
1.861400 1.686550 3.681940 23.436001 39.988503 0.000000 8 1 62
1.865030 1.684810 3.679200 23.940001 39.988503 0.000000 8 1 62
1.867770 1.682720 3.675120 24.444002 39.988503 0.000000 8 1 62
1.868500 1.682070 3.673530 24.948002 39.988503 0.000000 8 1 62
1.871090 1.679840 3.668030 25.452002 39.988503 0.000000 8 1 62
1.873400 1.678230 3.663010 25.956001 39.988503 0.000000 8 1 62
1.874500 1.677960 3.661590 26.460001 39.988503 0.000000 8 1 62
1.877620 1.676500 3.656940 26.964001 39.988503 0.000000 8 1 62
1.878370 1.676010 3.655610 27.468000 39.988503 0.000000 8 1 62
1.882110 1.674580 3.650020 27.972002 39.988503 0.000000 8 1 62
1.885400 1.674150 3.645730 28.476002 39.988503 0.000000 8 1 62
1.886400 1.674220 3.644760 28.980001 39.988503 0.000000 8 1 62
1.889460 1.673570 3.641210 29.484001 39.988503 0.000000 8 1 62
1.891690 1.673530 3.638250 29.988001 39.988503 0.000000 8 1 62
1.892330 1.673900 3.637650 30.492001 39.988503 0.000000 8 1 62
1.894360 1.673120 3.636060 30.996002 39.988503 0.000000 8 1 62
3.062360 1.146580 3.598320 31.500002 39.988503 0.000000 22 1 62
3.062600 1.146600 3.600690 32.004002 39.988503 0.000000 22 1 62
3.063290 1.147350 3.606120 32.507999 39.988503 0.000000 22 1 62
3.063560 1.147920 3.607710 33.012001 39.988503 0.000000 22 1 62
3.066530 1.148420 3.611810 33.515999 39.988503 0.000000 22 1 62
3.069120 1.148610 3.613410 34.020000 39.988503 0.000000 22 1 62
3.070050 1.148720 3.613620 34.523998 39.988503 0.000000 22 1 62
3.073350 1.149560 3.613110 35.028000 39.988503 0.000000 22 1 62
3.077150 1.150980 3.611270 35.531998 39.988503 0.000000 22 1 62
3.078410 1.151360 3.610760 36.035999 39.988503 0.000000 22 1 62
3.082310 1.152940 3.608660 36.540001 39.988503 0.000000 22 1 62
3.083480 1.153530 3.607780 37.043999 39.988503 0.000000 22 1 62
3.087340 1.155890 3.604740 37.548000 39.988503 0.000000 22 1 62
3.090540 1.158450 3.601060 38.051998 39.988503 0.000000 22 1 62
3.091350 1.159190 3.599890 38.556000 39.988503 0.000000 22 1 62
3.094160 1.160930 3.596310 39.060001 39.988503 0.000000 22 1 62
3.097220 1.162260 3.593050 39.563999 39.988503 0.000000 22 1 62
3.098190 1.162500 3.592430 40.068001 39.988503 0.000000 22 1 62
3.101320 1.163530 3.590000 40.571999 39.988503 0.000000 22 1 62
3.102200 1.163980 3.589220 41.076000 39.988503 0.000000 22 1 62
3.104480 1.165670 3.586470 41.579998 39.988503 0.000000 22 1 62
3.105670 1.167480 3.583460 42.084000 39.988503 0.000000 22 1 62
3.081610 1.197740 3.484480 42.588001 39.988503 0.000000 9 1 62
3.070130 1.203670 3.477880 43.091999 39.988503 0.000000 9 1 62
3.061790 1.211630 3.464400 43.596001 39.988503 0.000000 9 1 62
3.059160 1.213950 3.460610 44.099998 39.988503 0.000000 9 1 62
3.054680 1.218800 3.451990 44.604000 39.988503 0.000000 9 1 62
3.051980 1.223900 3.445200 45.107998 39.988503 0.000000 9 1 62
3.051870 1.224870 3.444570 45.612000 39.988503 0.000000 9 1 62
3.052810 1.228150 3.443960 46.116001 39.988503 0.000000 9 1 62
3.053680 1.228840 3.444260 46.619999 39.988503 0.000000 9 1 62
3.057790 1.230690 3.444010 47.124001 39.988503 0.000000 9 1 62
3.063050 1.230570 3.442110 47.627998 39.988503 0.000000 9 1 62
3.064640 1.230140 3.440880 48.132000 39.988503 0.000000 9 1 62
3.069140 1.229160 3.436470 48.636002 39.988503 0.000000 9 1 62
3.071480 1.229120 3.432210 49.139999 39.988503 0.000000 9 1 62
3.071520 1.229450 3.431160 49.644001 39.988503 0.000000 9 1 62
3.069840 1.231130 3.428130 50.147999 39.988503 0.000000 9 1 62
3.068710 1.232070 3.427010 50.652000 39.988503 0.000000 9 1 62
3.065330 1.234070 3.423160 51.155998 39.988503 0.000000 9 1 62
3.062370 1.235380 3.419550 51.660000 39.988503 0.000000 9 1 62
3.061700 1.235480 3.418790 52.164001 39.988503 0.000000 9 1 62
3.060170 1.235130 3.418000 52.667999 39.988503 0.000000 9 1 62
3.059160 1.233920 3.418500 53.172001 39.988503 0.000000 9 1 62
3.058960 1.233360 3.419080 53.675999 39.988503 0.000000 9 1 62
3.057530 1.231370 3.421750 54.180000 39.988503 0.000000 9 1 62
3.057060 1.230650 3.423390 54.683998 39.988503 0.000000 9 1 62
3.055190 1.228300 3.429370 55.188000 39.988503 0.000000 9 1 62
3.054420 1.225990 3.437360 55.692001 39.988503 0.000000 9 1 62
3.060100 1.220810 3.465330 56.195999 39.988503 0.000000 9 1 62
3.058850 1.220310 3.464670 56.700001 39.988503 0.000000 9 1 62
3.056420 1.220520 3.455660 57.203999 39.988503 0.000000 9 1 62
1.873900 1.723210 3.680050 57.708000 39.988503 0.000000 25 1 62
1.873720 1.723280 3.679540 58.211998 39.988503 0.000000 25 1 62
1.874660 1.723830 3.679210 58.716000 39.988503 0.000000 25 1 62
1.875320 1.724120 3.679340 59.220001 39.988503 0.000000 25 1 62
1.876420 1.725060 3.679660 59.723999 39.988503 0.000000 25 1 62
1.876620 1.725400 3.679720 60.228001 39.988503 0.000000 25 1 62
1.877350 1.726860 3.680130 60.731998 39.988503 0.000000 25 1 62
1.877950 1.727900 3.680750 61.236000 39.988503 0.000000 25 1 62
1.878110 1.728100 3.681040 61.740002 39.988503 0.000000 25 1 62
1.878480 1.728050 3.681560 62.243999 39.988503 0.000000 25 1 62
1.878840 1.727310 3.681860 62.748001 39.988503 0.000000 25 1 62
1.879050 1.727060 3.682070 63.251999 39.988503 0.000000 25 1 62
1.879410 1.726390 3.682650 63.756001 39.988503 0.000000 25 1 62
1.879420 1.726260 3.682830 64.260002 39.988503 0.000000 25 1 62
1.879910 1.726250 3.683030 64.764000 39.988503 0.000000 25 1 62
1.880680 1.726280 3.682180 65.267998 39.988503 0.000000 25 1 62
1.880980 1.726200 3.681590 65.772003 39.988503 0.000000 25 1 62
1.881140 1.725890 3.679530 66.276001 39.988503 0.000000 25 1 62
1.880690 1.725640 3.677680 66.779999 39.988503 0.000000 25 1 62
1.878880 1.726290 3.678130 67.283997 39.988503 0.000000 25 1 62
1.878920 1.726360 3.677590 67.788002 39.988503 0.000000 25 1 62
1.416880 2.537000 3.845210 68.292000 39.988503 0.000000 3 1 62
1.414050 2.537590 3.842060 68.795998 39.988503 0.000000 3 1 62
1.408590 2.538870 3.837100 69.300003 39.988503 0.000000 3 1 62
1.406010 2.538470 3.828410 69.804001 39.988503 0.000000 3 1 62
1.400240 2.539890 3.821690 70.307999 39.988503 0.000000 3 1 62
1.395260 2.541620 3.816210 70.811996 39.988503 0.000000 3 1 62
1.329070 2.541770 3.777430 71.316002 39.988503 0.000000 45 1 62
1.322740 2.542450 3.774120 71.820000 39.988503 0.000000 45 1 62
1.315080 2.543350 3.770240 72.323997 39.988503 0.000000 45 1 62
1.313020 2.543750 3.769140 72.828003 39.988503 0.000000 45 1 62
1.309460 2.544690 3.767990 73.332001 39.988503 0.000000 45 1 62
1.309750 2.544960 3.768580 73.835999 39.988503 0.000000 45 1 62
1.312200 2.544480 3.771130 74.339996 39.988503 0.000000 45 1 62
1.311710 2.543570 3.770840 74.844002 39.988503 0.000000 45 1 62
1.310270 2.543310 3.769470 75.348000 39.988503 0.000000 45 1 62
1.306170 2.542650 3.765370 75.851997 39.988503 0.000000 45 1 62
3.008310 1.185310 3.549500 76.356003 39.988503 0.000000 9 1 62
3.008280 1.185610 3.548830 76.860001 39.988503 0.000000 9 1 62
3.007100 1.186280 3.547930 77.363998 39.988503 0.000000 9 1 62
3.006320 1.186510 3.547890 77.868004 39.988503 0.000000 9 1 62
3.003810 1.187750 3.548640 78.372002 39.988503 0.000000 9 1 62
3.001490 1.189770 3.550680 78.875999 39.988503 0.000000 9 1 62
3.000740 1.190620 3.551510 79.379997 39.988503 0.000000 9 1 62
2.998920 1.192380 3.553890 79.884003 39.988503 0.000000 9 1 62
2.996560 1.193550 3.555450 80.388000 39.988503 0.000000 9 1 62
2.995590 1.193890 3.555710 80.891998 39.988503 0.000000 9 1 62
2.991360 1.194530 3.556150 81.396004 39.988503 0.000000 9 1 62
2.989790 1.194560 3.556150 81.900002 39.988503 0.000000 9 1 62
2.985730 1.194610 3.555050 82.403999 39.988503 0.000000 9 1 62
2.984190 1.195140 3.553020 82.907997 39.988503 0.000000 9 1 62
2.984390 1.195560 3.552320 83.412003 39.988503 0.000000 9 1 62
2.985000 1.196600 3.550630 83.916000 39.988503 0.000000 9 1 62
1.948250 1.820710 3.666520 84.419998 39.988503 0.000000 39 1 62
1.948690 1.821340 3.667440 84.924004 39.988503 0.000000 39 1 62
1.948770 1.822630 3.667880 85.428001 39.988503 0.000000 39 1 62
1.948220 1.823710 3.666380 85.931999 39.988503 0.000000 39 1 62
1.948050 1.823810 3.666290 86.435997 39.988503 0.000000 39 1 62
1.947560 1.825000 3.666650 86.940002 39.988503 0.000000 39 1 62
1.947460 1.825620 3.667200 87.444000 39.988503 0.000000 39 1 62
1.947210 1.827410 3.670420 87.947998 39.988503 0.000000 39 1 62
1.947610 1.829010 3.674620 88.452003 39.988503 0.000000 39 1 62
1.947880 1.829560 3.676130 88.956001 39.988503 0.000000 39 1 62
1.948490 1.831290 3.680950 89.459999 39.988503 0.000000 39 1 62
1.948900 1.833370 3.686970 89.963997 39.988503 0.000000 39 1 62
1.950240 1.834800 3.689660 90.468002 39.988503 0.000000 39 1 62
1.950960 1.837230 3.696680 90.972000 39.988503 0.000000 39 1 62
1.944500 1.843050 3.735030 91.475998 39.988503 0.000000 20 1 62
1.944580 1.843160 3.738760 91.980003 39.988503 0.000000 20 1 62
1.944750 1.843960 3.743630 92.484001 39.988503 0.000000 20 1 62
1.944780 1.844270 3.745340 92.987999 39.988503 0.000000 20 1 62
1.944000 1.845970 3.750120 93.491997 39.988503 0.000000 20 1 62
1.942790 1.848780 3.753470 93.996002 39.988503 0.000000 20 1 62
1.942450 1.849720 3.753970 94.500000 39.988503 0.000000 20 1 62
1.941610 1.853250 3.755760 95.003998 39.988503 0.000000 20 1 62
1.941360 1.854550 3.756260 95.508003 39.988503 0.000000 20 1 62
1.939410 1.859520 3.760480 96.012001 39.988503 0.000000 20 1 62
1.937110 1.863680 3.766780 96.515999 39.988503 0.000000 20 1 62
1.936460 1.864570 3.769220 97.020004 39.988503 0.000000 20 1 62
1.935570 1.864720 3.777620 97.524002 39.988503 0.000000 20 1 62
1.935330 1.864150 3.783960 98.028000 39.988503 0.000000 20 1 62
1.935280 1.863940 3.784770 98.531998 39.988503 0.000000 20 1 62
1.934030 1.864160 3.785020 99.036003 39.988503 0.000000 20 1 62
1.933470 1.864450 3.784880 99.540001 39.988503 0.000000 20 1 62
2.785900 1.016890 3.394510 0.252000 40.491501 0.000000 37 1 62
2.784460 1.017140 3.394230 0.756000 40.491501 0.000000 37 1 62
2.783490 1.017820 3.394150 1.260000 40.491501 0.000000 37 1 62
2.783400 1.018370 3.394390 1.764000 40.491501 0.000000 37 1 62
2.606470 1.403630 4.147190 2.268000 40.491501 0.000000 34 1 62
2.607350 1.403920 4.146830 2.772000 40.491501 0.000000 34 1 62
2.608230 1.404260 4.146730 3.276000 40.491501 0.000000 34 1 62
2.609520 1.405010 4.147410 3.780000 40.491501 0.000000 34 1 62
2.609690 1.405910 4.148890 4.284000 40.491501 0.000000 34 1 62
2.609300 1.406260 4.149400 4.788000 40.491501 0.000000 34 1 62
2.608590 1.407100 4.150910 5.292000 40.491501 0.000000 34 1 62
2.608300 1.407310 4.151570 5.796000 40.491501 0.000000 34 1 62
2.608150 1.407990 4.152270 6.300000 40.491501 0.000000 34 1 62
2.608100 1.408390 4.152580 6.804000 40.491501 0.000000 34 1 62
2.608110 1.408380 4.152720 7.308000 40.491501 0.000000 34 1 62
2.607940 1.408140 4.153980 7.812000 40.491501 0.000000 34 1 62
2.607610 1.407640 4.156100 8.316000 40.491501 0.000000 34 1 62
2.607720 1.407460 4.156770 8.820000 40.491501 0.000000 34 1 62
2.607730 1.407000 4.158470 9.324000 40.491501 0.000000 34 1 62
2.607840 1.406980 4.159010 9.828000 40.491501 0.000000 34 1 62
2.607780 1.406730 4.159330 10.332000 40.491501 0.000000 34 1 62
2.607880 1.406650 4.158580 10.836000 40.491501 0.000000 34 1 62
2.607960 1.406480 4.157910 11.340000 40.491501 0.000000 34 1 62
2.607780 1.405970 4.156180 11.844000 40.491501 0.000000 34 1 62
2.607060 1.405260 4.154680 12.348001 40.491501 0.000000 34 1 62
2.606620 1.405140 4.154560 12.852000 40.491501 0.000000 34 1 62
2.606790 1.405240 4.153960 13.356000 40.491501 0.000000 34 1 62
2.607270 1.405440 4.153670 13.860000 40.491501 0.000000 34 1 62
2.607790 1.405750 4.153730 14.364000 40.491501 0.000000 34 1 62
2.607050 1.405720 4.154450 14.868000 40.491501 0.000000 34 1 62
2.606410 1.405720 4.154800 15.372000 40.491501 0.000000 34 1 62
