time,dofs,dt,gr0area,grain_tracker,run_time
0,0,0,0,2,0
1.5,18760,1.5,200.20091252037,2,8.019074713
3.3,22724,1.8,198.95618949161,2,8.601456571
5.46,22988,2.16,197.62795681755,2,8.95765115
8.052,22988,2.592,196.19152586729,2,9.522462583
11.1624,23252,3.1104,194.54306390181,2,10.219712238
14.89488,23780,3.73248,192.58083546636,2,11.427374187
19.373856,24820,4.478976,190.1965805489,2,11.834682685
24.7486272,24556,5.3747712,187.29749681732,2,12.36201944
31.19835264,24556,6.44972544,183.90380105115,2,12.945062916
37.64807808,24028,6.44972544,180.53931757836,2,13.737555342
44.09780352,23236,6.44972544,177.11946285089,2,14.791529811
50.54752896,23204,6.44972544,173.75303172661,2,15.733059171
56.9972544,23072,6.44972544,170.41474684474,2,16.47118003
63.44697984,24096,6.44972544,166.9761425402,2,17.136229492
69.89670528,23304,6.44972544,163.59973486329,2,17.979149573
76.34643072,22908,6.44972544,160.27208148643,2,19.601526575
82.79615616,22248,6.44972544,156.84775372322,2,20.344179082
89.2458816,21688,6.44972544,153.45772443025,2,21.068537114
95.69560704,21408,6.44972544,150.12621897744,2,21.669736476
102.14533248,21012,6.44972544,146.74877491778,2,22.391792781
108.59505792,21392,6.44972544,143.38040995407,2,23.054904463
115.04478336,20864,6.44972544,140.01591063407,2,23.653056254
121.4945088,20336,6.44972544,136.61417602201,2,24.381743231
127.94423424,20452,6.44972544,133.28081909052,2,25.111992722
134.39395968,20848,6.44972544,129.92630695178,2,25.867793723
140.84368512,21080,6.44972544,126.51652430371,2,26.684447607
147.29341056,20816,6.44972544,123.161693693,2,27.769321402
153.743136,19496,6.44972544,119.81785785206,2,28.708416822
160.19286144,18968,6.44972544,116.45337754257,2,29.39086832
166.64258688,18936,6.44972544,113.11563471411,2,30.063423946
173.09231232,18672,6.44972544,109.76303942162,2,30.838714962
179.54203776,18524,6.44972544,106.45310993241,2,31.430655904
185.9917632,18656,6.44972544,103.10076806052,2,32.961028668
192.44148864,18640,6.44972544,99.722582752057,2,33.95145864
198.89121408,18096,6.44972544,96.423820121865,2,34.674964901
205.34093952,17816,6.44972544,93.075076192165,2,35.834168513
211.79066496,17800,6.44972544,89.754226978457,2,36.430051923
218.2403904,17800,6.44972544,86.366942254391,2,37.285939654
224.69011584,16580,6.44972544,83.031646927678,2,38.026837786
231.13984128,15772,6.44972544,79.713026564289,2,38.780714485
237.58956672,16548,6.44972544,76.391363927454,2,39.946922923
244.03929216,16284,6.44972544,73.058328571708,2,41.075894018
250.4890176,15360,6.44972544,69.725702707878,2,42.101354191
256.93874304,14816,6.44972544,66.409648803221,2,42.938955417
263.38846848,15576,6.44972544,63.069816968392,2,43.719866899
269.83819392,15312,6.44972544,59.715513759699,2,44.941303528
276.28791936,13992,6.44972544,56.463981863112,2,45.781282504
281.447699712,13432,5.159780352,53.815557326921,2,46.388324633
286.607480064,13680,5.159780352,51.135258423407,2,46.985445317
291.767260416,14060,5.159780352,48.466168263231,2,47.98094873
296.927040768,13664,5.159780352,45.78458498099,2,49.021408757
302.08682112,12856,5.159780352,43.130250994718,2,49.619674593
307.246601472,12824,5.159780352,40.480496292511,2,50.230408281
312.406381824,12692,5.159780352,37.815697693467,2,50.833515226
317.566162176,11768,5.159780352,35.13886255928,2,51.533587341
322.725942528,10944,5.159780352,32.528597439756,2,52.536244881
327.88572288,11176,5.159780352,29.892656520006,2,53.093637394
333.045503232,10384,5.159780352,27.258110653928,2,53.978350773
337.1733275136,9840,4.1278242816,25.148398107695,2,54.490756527
341.3011517952,10088,4.1278242816,23.006257313434,2,55.439210739
345.4289760768,10072,4.1278242816,20.899167296955,2,56.813655614
349.5568003584,9676,4.1278242816,18.761800304697,2,57.379801134
353.68462464,8852,4.1278242816,16.621253678474,2,57.973508614
357.8124489216,8704,4.1278242816,14.49210651084,2,58.539079914
361.9402732032,8176,4.1278242816,12.36901917489,2,59.151667442
365.24253262848,7616,3.30225942528,10.650779919648,2,59.76262694
368.54479205376,7336,3.30225942528,8.9369172389856,2,60.310170516
371.84705147904,7072,3.30225942528,7.2141672663591,2,61.365622629
375.14931090432,6248,3.30225942528,5.5099189545006,2,62.46896932
378.4515703296,5820,3.30225942528,3.751068979645,2,63.652680047
